key,service,resource_name,asset_class,identity_rule,parent_params,required_args,collect,reason
datazone.subscription_request_detail,datazone,subscription_request_detail,child,parent_chain,"domainIdentifier,identifier",,yes,"listing requires domainIdentifier,identifier from a parent"
datazone.subscription_target,datazone,SubscriptionTarget,child,parent_chain,"domainIdentifier,environmentIdentifier",,yes,"listing requires domainIdentifier,environmentIdentifier from a parent"
datazone.user_profile,datazone,UserProfile,child,parent_chain,"domainIdentifier,userIdentifier",,yes,"listing requires domainIdentifier,userIdentifier from a parent"
dax.parameter,dax,parameter,child,parent_chain,ParameterGroupName,,yes,listing requires ParameterGroupName from a parent
detective.member,detective,member,child,parent_chain,GraphArn,,yes,listing requires GraphArn from a parent
devicefarm.artifact,devicefarm,artifact,child,parent_chain,arn,,yes,listing requires arn from a parent
devicefarm.device,devicefarm,device,child,parent_chain,arn,,yes,listing requires arn from a parent
devicefarm.device_instance,devicefarm,device_instance,child,parent_chain,arn,,yes,listing requires arn from a parent
devicefarm.device_pool,devicefarm,device_pool,child,parent_chain,arn,,yes,listing requires arn from a parent
devicefarm.instance_profile,devicefarm,instance_profile,child,parent_chain,arn,,yes,listing requires arn from a parent
devicefarm.job,devicefarm,job,child,parent_chain,arn,,yes,listing requires arn from a parent
devicefarm.network_profile,devicefarm,network_profile,child,parent_chain,arn,,yes,listing requires arn from a parent
devicefarm.project,devicefarm,project,child,parent_chain,arn,,yes,listing requires arn from a parent
devicefarm.remote_access_session,devicefarm,remote_access_session,child,parent_chain,arn,,yes,listing requires arn from a parent
devicefarm.run,devicefarm,run,child,parent_chain,arn,,yes,listing requires arn from a parent
devicefarm.sample,devicefarm,sample,child,parent_chain,arn,,yes,listing requires arn from a parent
devicefarm.suite,devicefarm,suite,child,parent_chain,arn,,yes,listing requires arn from a parent
devicefarm.test,devicefarm,test,child,parent_chain,arn,,yes,listing requires arn from a parent
devicefarm.test_grid_project,devicefarm,test_grid_project,child,parent_chain,projectArn,,yes,listing requires projectArn from a parent
devicefarm.test_grid_session_action,devicefarm,test_grid_session_action,child,parent_chain,sessionArn,,yes,listing requires sessionArn from a parent
devicefarm.test_grid_session_artifact,devicefarm,test_grid_session_artifact,child,parent_chain,sessionArn,,yes,listing requires sessionArn from a parent
devicefarm.unique_problem,devicefarm,unique_problem,child,parent_chain,arn,,yes,listing requires arn from a parent
devicefarm.upload,devicefarm,upload,child,parent_chain,arn,,yes,listing requires arn from a parent
devicefarm.vpce_configuration,devicefarm,vpce_configuration,child,parent_chain,arn,,yes,listing requires arn from a parent
devops-guru.account_overview,devops-guru,account_overview,child,parent_chain,FromTime,,yes,listing requires FromTime from a parent
devops-guru.anomalous_log_group,devops-guru,anomalous_log_group,child,parent_chain,InsightId,,yes,listing requires InsightId from a parent
devops-guru.organization_overview,devops-guru,organization_overview,child,parent_chain,FromTime,,yes,listing requires FromTime from a parent
devops-guru.organization_resource_collection_health,devops-guru,organization_resource_collection_health,child,parent_chain,OrganizationResourceCollectionType,,yes,listing requires OrganizationResourceCollectionType from a parent
devops-guru.resource_collection_health,devops-guru,resource_collection_health,child,parent_chain,ResourceCollectionType,,yes,listing requires ResourceCollectionType from a parent
discovery.batch_delete_configuration_task,discovery,batch_delete_configuration_task,child,parent_chain,taskId,,yes,listing requires taskId from a parent
discovery.configuration,discovery,configuration,child,parent_chain,configurationIds,,yes,listing requires configurationIds from a parent
discovery.server_neighbor,discovery,server_neighbor,child,parent_chain,configurationId,,yes,listing requires configurationId from a parent
docdb-elastic.cluster_snapshot,docdb-elastic,cluster_snapshot,child,parent_chain,snapshotArn,,yes,listing requires snapshotArn from a parent
ds.certificate,ds,certificate,child,parent_chain,"CertificateId,DirectoryId",,yes,"listing requires CertificateId,DirectoryId from a parent"
ds.client_authentication_setting,ds,client_authentication_setting,child,parent_chain,DirectoryId,,yes,listing requires DirectoryId from a parent
ds.conditional_forwarder,ds,conditional_forwarder,child,parent_chain,DirectoryId,,yes,listing requires DirectoryId from a parent
ds.domain_controller,ds,domain_controller,child,parent_chain,DirectoryId,,yes,listing requires DirectoryId from a parent
ds.ip_route,ds,ip_route,child,parent_chain,DirectoryId,,yes,listing requires DirectoryId from a parent
ds.ldaps_setting,ds,ldaps_setting,child,parent_chain,DirectoryId,,yes,listing requires DirectoryId from a parent
ds.region,ds,region,child,parent_chain,DirectoryId,,yes,listing requires DirectoryId from a parent
ds.schema_extension,ds,schema_extension,child,parent_chain,DirectoryId,,yes,listing requires DirectoryId from a parent
ds.setting,ds,setting,child,parent_chain,DirectoryId,,yes,listing requires DirectoryId from a parent
ds.shared_directory,ds,shared_directory,child,parent_chain,OwnerDirectoryId,,yes,listing requires OwnerDirectoryId from a parent
ds.update_directory,ds,update_directory,child,parent_chain,"DirectoryId,UpdateType",,yes,"listing requires DirectoryId,UpdateType from a parent"
dynamodb.continuous_backup,dynamodb,continuous_backup,child,parent_chain,TableName,,yes,listing requires TableName from a parent
dynamodb.table_replica_auto_scaling,dynamodb,table_replica_auto_scaling,child,parent_chain,TableName,,yes,listing requires TableName from a parent
dynamodbstreams.record,dynamodbstreams,record,child,parent_chain,ShardIterator,,yes,listing requires ShardIterator from a parent
dynamodbstreams.shard_iterator,dynamodbstreams,shard_iterator,child,parent_chain,"ShardId,ShardIteratorType,StreamArn",,yes,"listing requires ShardId,ShardIteratorType,StreamArn from a parent"
dynamodbstreams.stream,dynamodbstreams,stream,child,parent_chain,StreamArn,,yes,listing requires StreamArn from a parent
ec2.iam_instance_profile_association,ec2,iam_instance_profile_association,child,parent_chain,,,yes,junction resource identified by the pair it joins
ec2.launch_template_data,ec2,launch_template_data,child,parent_chain,InstanceId,,yes,listing requires InstanceId from a parent
ecr.lifecycle_policy,ecr,lifecycle_policy,child,parent_chain,repositoryName,,yes,listing requires repositoryName from a parent
ecr.repository_policy,ecr,repository_policy,child,parent_chain,repositoryName,,yes,listing requires repositoryName from a parent
ecr-public.image,ecr-public,image,child,parent_chain,repositoryName,,yes,listing requires repositoryName from a parent
ecr-public.repository_catalog_data,ecr-public,repository_catalog_data,child,parent_chain,repositoryName,,yes,listing requires repositoryName from a parent
ecr-public.repository_policy,ecr-public,repository_policy,child,parent_chain,repositoryName,,yes,listing requires repositoryName from a parent
efs.backup_policy,efs,backup_policy,child,parent_chain,FileSystemId,,yes,listing requires FileSystemId from a parent
efs.file_system_policy,efs,file_system_policy,child,parent_chain,FileSystemId,,yes,listing requires FileSystemId from a parent
efs.lifecycle_configuration,efs,lifecycle_configuration,child,parent_chain,FileSystemId,,yes,listing requires FileSystemId from a parent
eks.access_entry,eks,AccessEntry,child,parent_chain,"clusterName,principalArn",,yes,"listing requires clusterName,principalArn from a parent"
eks.addon,eks,Addon,child,parent_chain,clusterName,,yes,listing requires clusterName from a parent
eks.fargate_profile,eks,FargateProfile,child,parent_chain,"clusterName,fargateProfileName",,yes,"listing requires clusterName,fargateProfileName from a parent"
eks.nodegroup,eks,Nodegroup,child,parent_chain,clusterName,,yes,listing requires clusterName from a parent
elasticbeanstalk.configuration_setting,elasticbeanstalk,configuration_setting,child,parent_chain,ApplicationName,,yes,listing requires ApplicationName from a parent
elastictranscoder.jobs_by_pipeline,elastictranscoder,jobs_by_pipeline,child,parent_chain,PipelineId,,yes,listing requires PipelineId from a parent
elbv2.listener_certificate,elbv2,ListenerCertificate,child,parent_chain,ListenerArn,,yes,listing requires ListenerArn from a parent
elbv2.target_health,elbv2,target_health,child,parent_chain,TargetGroupArn,,yes,listing requires TargetGroupArn from a parent
emr.auto_termination_policy,emr,auto_termination_policy,child,parent_chain,ClusterId,,yes,listing requires ClusterId from a parent
emr.cluster_session_credential,emr,cluster_session_credential,child,parent_chain,ClusterId,,no,"Mints rather than reads. The operation name passes the read-verb whitelist because it starts with Get, but it CREATES a credential or token that did not exist before the call - the response carries a SecretAccessKey or an equivalent. Collecting it would write live AWS credentials into assets.json in plaintext, and would leave a trail of issued credentials in CloudTrail for an inventory sweep."
emr.managed_scaling_policy,emr,managed_scaling_policy,child,parent_chain,ClusterId,,yes,listing requires ClusterId from a parent
emr.notebook_execution,emr,notebook_execution,child,parent_chain,NotebookExecutionId,,yes,listing requires NotebookExecutionId from a parent
emr.step,emr,Step,child,parent_chain,ClusterId,,yes,listing requires ClusterId from a parent
emr-containers.job_run,emr-containers,job_run,child,parent_chain,"id,virtualClusterId",,yes,"listing requires id,virtualClusterId from a parent"
emr-containers.job_template,emr-containers,job_template,child,parent_chain,id,,yes,listing requires id from a parent
emr-containers.managed_endpoint,emr-containers,managed_endpoint,child,parent_chain,"id,virtualClusterId",,yes,"listing requires id,virtualClusterId from a parent"
emr-containers.managed_endpoint_session_credential,emr-containers,managed_endpoint_session_credential,child,parent_chain,"credentialType,endpointIdentifier,executionRoleArn,virtualClusterIdentifier",,yes,"listing requires credentialType,endpointIdentifier,executionRoleArn,virtualClusterIdentifier from a parent"
emr-serverless.dashboard_for_job_run,emr-serverless,dashboard_for_job_run,child,parent_chain,"applicationId,jobRunId",,yes,"listing requires applicationId,jobRunId from a parent"
emr-serverless.job_run,emr-serverless,job_run,child,parent_chain,"applicationId,jobRunId",,yes,"listing requires applicationId,jobRunId from a parent"
entityresolution.id_mapping_job,entityresolution,id_mapping_job,child,parent_chain,"jobId,workflowName",,yes,"listing requires jobId,workflowName from a parent"
entityresolution.match_id,entityresolution,match_id,child,parent_chain,"record,workflowName",,yes,"listing requires record,workflowName from a parent"
entityresolution.matching_job,entityresolution,matching_job,child,parent_chain,"jobId,workflowName",,yes,"listing requires jobId,workflowName from a parent"
entityresolution.provider_service,entityresolution,provider_service,child,parent_chain,"providerName,providerServiceName",,yes,"listing requires providerName,providerServiceName from a parent"
es.domain_auto_tune,es,domain_auto_tune,child,parent_chain,DomainName,,yes,listing requires DomainName from a parent
es.domain_change_progress,es,domain_change_progress,child,parent_chain,DomainName,,yes,listing requires DomainName from a parent
es.elasticsearch_domain,es,elasticsearch_domain,child,parent_chain,DomainName,,yes,listing requires DomainName from a parent
es.elasticsearch_domain_config,es,elasticsearch_domain_config,child,parent_chain,DomainName,,yes,listing requires DomainName from a parent
es.packages_for_domain,es,packages_for_domain,child,parent_chain,DomainName,,yes,listing requires DomainName from a parent
es.upgrade_history,es,upgrade_history,child,parent_chain,DomainName,,yes,listing requires DomainName from a parent
es.upgrade_status,es,upgrade_statu,child,parent_chain,DomainName,,yes,listing requires DomainName from a parent
es.vpc_endpoint,es,vpc_endpoint,child,parent_chain,VpcEndpointIds,,yes,listing requires VpcEndpointIds from a parent
es.vpc_endpoint_access,es,vpc_endpoint_access,child,parent_chain,DomainName,,yes,listing requires DomainName from a parent
es.vpc_endpoints_for_domain,es,vpc_endpoints_for_domain,child,parent_chain,DomainName,,yes,listing requires DomainName from a parent
events.event_rule_target,events,event-rule-target,child,parent_chain,Rule,,yes,listing requires Rule from a parent
events.event_source,events,event_source,child,parent_chain,Name,,yes,listing requires Name from a parent
events.partner_event_source,events,partner_event_source,child,parent_chain,Name,,yes,listing requires Name from a parent
events.partner_event_source_account,events,partner_event_source_account,child,parent_chain,EventSourceName,,yes,listing requires EventSourceName from a parent
events.replay,events,replay,child,parent_chain,ReplayName,,yes,listing requires ReplayName from a parent
evidently.experiment,evidently,Experiment,child,parent_chain,project,,yes,listing requires project from a parent
evidently.feature,evidently,Feature,child,parent_chain,project,,yes,listing requires project from a parent
evidently.launch,evidently,Launch,child,parent_chain,project,,yes,listing requires project from a parent
evidently.segment_reference,evidently,segment_reference,child,parent_chain,segment,,yes,listing requires segment from a parent
finspace.kx_changeset,finspace,kx_changeset,child,parent_chain,"changesetId,databaseName,environmentId",,yes,"listing requires changesetId,databaseName,environmentId from a parent"
finspace.kx_cluster,finspace,kx_cluster,child,parent_chain,"clusterName,environmentId",,yes,"listing requires clusterName,environmentId from a parent"
finspace.kx_cluster_node,finspace,kx_cluster_node,child,parent_chain,"clusterName,environmentId",,yes,"listing requires clusterName,environmentId from a parent"
finspace.kx_connection_string,finspace,kx_connection_string,child,parent_chain,"clusterName,environmentId,userArn",,yes,"listing requires clusterName,environmentId,userArn from a parent"
finspace.kx_databas,finspace,kx_databas,child,parent_chain,environmentId,,yes,listing requires environmentId from a parent
finspace.kx_database,finspace,kx_database,child,parent_chain,"databaseName,environmentId",,yes,"listing requires databaseName,environmentId from a parent"
finspace.kx_dataview,finspace,kx_dataview,child,parent_chain,"databaseName,dataviewName,environmentId",,yes,"listing requires databaseName,dataviewName,environmentId from a parent"
finspace.kx_environment,finspace,kx_environment,child,parent_chain,environmentId,,yes,listing requires environmentId from a parent
finspace.kx_scaling_group,finspace,kx_scaling_group,child,parent_chain,"environmentId,scalingGroupName",,yes,"listing requires environmentId,scalingGroupName from a parent"
finspace.kx_user,finspace,kx_user,child,parent_chain,"environmentId,userName",,yes,"listing requires environmentId,userName from a parent"
finspace.kx_volume,finspace,kx_volume,child,parent_chain,"environmentId,volumeName",,yes,"listing requires environmentId,volumeName from a parent"
finspace-data.changeset,finspace-data,changeset,child,parent_chain,"changesetId,datasetId",,yes,"listing requires changesetId,datasetId from a parent"
finspace-data.data_view,finspace-data,data_view,child,parent_chain,"dataViewId,datasetId",,yes,"listing requires dataViewId,datasetId from a parent"
finspace-data.dataset,finspace-data,dataset,child,parent_chain,datasetId,,yes,listing requires datasetId from a parent
finspace-data.external_data_view_access_detail,finspace-data,external_data_view_access_detail,child,parent_chain,"dataViewId,datasetId",,yes,"listing requires dataViewId,datasetId from a parent"
finspace-data.permission_group,finspace-data,permission_group,child,parent_chain,permissionGroupId,,yes,listing requires permissionGroupId from a parent
finspace-data.permission_groups_by_user,finspace-data,permission_groups_by_user,child,parent_chain,userId,maxResults=100,yes,listing requires userId from a parent
finspace-data.programmatic_access_credential,finspace-data,programmatic_access_credential,child,parent_chain,environmentId,,yes,listing requires environmentId from a parent
finspace-data.user,finspace-data,user,child,parent_chain,userId,,yes,listing requires userId from a parent
finspace-data.users_by_permission_group,finspace-data,users_by_permission_group,child,parent_chain,permissionGroupId,maxResults=100,yes,listing requires permissionGroupId from a parent
firehose.delivery_stream,firehose,DeliveryStream,child,parent_chain,DeliveryStreamName,,yes,listing requires DeliveryStreamName from a parent
fis.action,fis,action,child,parent_chain,id,,yes,listing requires id from a parent
fis.experiment,fis,experiment,child,parent_chain,id,,yes,listing requires id from a parent
fis.experiment_resolved_target,fis,experiment_resolved_target,child,parent_chain,experimentId,,yes,listing requires experimentId from a parent
fms.admin_scope,fms,admin_scope,child,parent_chain,AdminAccount,,yes,listing requires AdminAccount from a parent
fms.apps_list,fms,apps_list,child,parent_chain,ListId,,yes,listing requires ListId from a parent
fms.compliance_detail,fms,compliance_detail,child,parent_chain,"MemberAccount,PolicyId",,yes,"listing requires MemberAccount,PolicyId from a parent"
fms.compliance_status,fms,compliance_statu,child,parent_chain,PolicyId,,yes,listing requires PolicyId from a parent
fms.discovered_resource,fms,discovered_resource,child,parent_chain,MemberAccountIds,,yes,listing requires MemberAccountIds from a parent
fms.protection_status,fms,protection_statu,child,parent_chain,PolicyId,,yes,listing requires PolicyId from a parent
fms.protocols_list,fms,protocols_list,child,parent_chain,ListId,,yes,listing requires ListId from a parent
fms.resource_set_resource,fms,resource_set_resource,child,parent_chain,Identifier,,yes,listing requires Identifier from a parent
fms.third_party_firewall_association_status,fms,third_party_firewall_association_statu,child,parent_chain,ThirdPartyFirewall,,yes,listing requires ThirdPartyFirewall from a parent
fms.third_party_firewall_firewall_policy,fms,third_party_firewall_firewall_policy,child,parent_chain,ThirdPartyFirewall,MaxResults=100,yes,listing requires ThirdPartyFirewall from a parent
fms.violation_detail,fms,violation_detail,child,parent_chain,"MemberAccount,PolicyId,ResourceId",,yes,"listing requires MemberAccount,PolicyId,ResourceId from a parent"
gamelift.alias,gamelift,Alias,child,parent_chain,AliasId,,yes,listing requires AliasId from a parent
gamelift.compute,gamelift,compute,child,parent_chain,"ComputeName,FleetId",,yes,"listing requires ComputeName,FleetId from a parent"
gamelift.compute_access,gamelift,compute_access,child,parent_chain,"ComputeName,FleetId",,no,"Mints rather than reads. The operation name passes the read-verb whitelist because it starts with Get, but it CREATES a credential or token that did not exist before the call - the response carries a SecretAccessKey or an equivalent. Collecting it would write live AWS credentials into assets.json in plaintext, and would leave a trail of issued credentials in CloudTrail for an inventory sweep."
gamelift.compute_auth_token,gamelift,compute_auth_token,child,parent_chain,"ComputeName,FleetId",,yes,"listing requires ComputeName,FleetId from a parent"
gamelift.fleet_event,gamelift,fleet_event,child,parent_chain,FleetId,,yes,listing requires FleetId from a parent
gamelift.fleet_location_capacity,gamelift,fleet_location_capacity,child,parent_chain,"FleetId,Location",,yes,"listing requires FleetId,Location from a parent"
gamelift.fleet_location_utilization,gamelift,fleet_location_utilization,child,parent_chain,"FleetId,Location",,yes,"listing requires FleetId,Location from a parent"
gamelift.fleet_port_setting,gamelift,fleet_port_setting,child,parent_chain,FleetId,,yes,listing requires FleetId from a parent
gamelift.game_server,gamelift,game_server,child,parent_chain,"GameServerGroupName,GameServerId",,yes,"listing requires GameServerGroupName,GameServerId from a parent"
gamelift.game_server_instance,gamelift,game_server_instance,child,parent_chain,GameServerGroupName,,yes,listing requires GameServerGroupName from a parent
gamelift.game_session_log_url,gamelift,game_session_log_url,child,parent_chain,GameSessionId,,yes,listing requires GameSessionId from a parent
gamelift.game_session_placement,gamelift,game_session_placement,child,parent_chain,PlacementId,,yes,listing requires PlacementId from a parent
gamelift.instance,gamelift,instance,child,parent_chain,FleetId,,yes,listing requires FleetId from a parent
gamelift.instance_access,gamelift,instance_access,child,parent_chain,"FleetId,InstanceId",,yes,"listing requires FleetId,InstanceId from a parent"
gamelift.matchmaking,gamelift,matchmaking,child,parent_chain,TicketIds,,yes,listing requires TicketIds from a parent
gamelift.runtime_configuration,gamelift,runtime_configuration,child,parent_chain,FleetId,,yes,listing requires FleetId from a parent
gamelift.scaling_policy,gamelift,scaling_policy,child,parent_chain,FleetId,,yes,listing requires FleetId from a parent
glacier.data_retrieval_policy,glacier,data_retrieval_policy,child,parent_chain,accountId,,yes,listing requires accountId from a parent
glacier.glacier,glacier,glacier,child,parent_chain,accountId,,yes,listing requires accountId from a parent
glacier.vault,glacier,vault,child,parent_chain,"accountId,vaultName",,yes,"listing requires accountId,vaultName from a parent"
glacier.vault_access_policy,glacier,vault_access_policy,child,parent_chain,"accountId,vaultName",,yes,"listing requires accountId,vaultName from a parent"
glacier.vault_lock,glacier,vault_lock,child,parent_chain,"accountId,vaultName",,yes,"listing requires accountId,vaultName from a parent"
globalaccelerator.listener,globalaccelerator,Listener,child,parent_chain,AcceleratorArn,,yes,listing requires AcceleratorArn from a parent
glue.column_statistics_task_run,glue,column_statistics_task_run,child,parent_chain,ColumnStatisticsTaskRunId,,yes,listing requires ColumnStatisticsTaskRunId from a parent
glue.table,glue,Table,child,parent_chain,DatabaseName,,yes,listing requires DatabaseName from a parent
grafana.workspace_authentication,grafana,workspace_authentication,child,parent_chain,workspaceId,,yes,listing requires workspaceId from a parent
grafana.workspace_configuration,grafana,workspace_configuration,child,parent_chain,workspaceId,,yes,listing requires workspaceId from a parent
greengrass.associated_role,greengrass,associated_role,child,parent_chain,GroupId,,yes,listing requires GroupId from a parent
greengrass.bulk_deployment_status,greengrass,bulk_deployment_statu,child,parent_chain,BulkDeploymentId,,yes,listing requires BulkDeploymentId from a parent
greengrass.connectivity_info,greengrass,connectivity_info,child,parent_chain,ThingName,,yes,listing requires ThingName from a parent
greengrass.connector_definition_version,greengrass,ConnectorDefinitionVersion,child,parent_chain,ConnectorDefinitionId,,yes,listing requires ConnectorDefinitionId from a parent
greengrass.core_definition_version,greengrass,CoreDefinitionVersion,child,parent_chain,CoreDefinitionId,,yes,listing requires CoreDefinitionId from a parent
greengrass.deployment,greengrass,deployment,child,parent_chain,GroupId,,yes,listing requires GroupId from a parent
greengrass.deployment_status,greengrass,deployment_statu,child,parent_chain,"DeploymentId,GroupId",,yes,"listing requires DeploymentId,GroupId from a parent"
greengrass.device_definition_version,greengrass,DeviceDefinitionVersion,child,parent_chain,DeviceDefinitionId,,yes,listing requires DeviceDefinitionId from a parent
greengrass.function_definition_version,greengrass,FunctionDefinitionVersion,child,parent_chain,FunctionDefinitionId,,yes,listing requires FunctionDefinitionId from a parent
greengrass.group_certificate_authority,greengrass,group_certificate_authority,child,parent_chain,"CertificateAuthorityId,GroupId",,yes,"listing requires CertificateAuthorityId,GroupId from a parent"
greengrass.group_certificate_configuration,greengrass,group_certificate_configuration,child,parent_chain,GroupId,,yes,listing requires GroupId from a parent
greengrass.group_version,greengrass,GroupVersion,child,parent_chain,GroupId,,yes,listing requires GroupId from a parent
greengrass.logger_definition_version,greengrass,LoggerDefinitionVersion,child,parent_chain,LoggerDefinitionId,,yes,listing requires LoggerDefinitionId from a parent
greengrass.resource_definition_version,greengrass,ResourceDefinitionVersion,child,parent_chain,ResourceDefinitionId,,yes,listing requires ResourceDefinitionId from a parent
greengrass.subscription_definition_version,greengrass,SubscriptionDefinitionVersion,child,parent_chain,SubscriptionDefinitionId,,yes,listing requires SubscriptionDefinitionId from a parent
greengrass.thing_runtime_configuration,greengrass,thing_runtime_configuration,child,parent_chain,ThingName,,yes,listing requires ThingName from a parent
greengrassv2.client_devices_associated_with_core_device,greengrassv2,client_devices_associated_with_core_device,child,parent_chain,coreDeviceThingName,,yes,listing requires coreDeviceThingName from a parent
greengrassv2.component,greengrassv2,component,child,parent_chain,arn,,yes,listing requires arn from a parent
greengrassv2.component_version,greengrassv2,ComponentVersion,child,parent_chain,arn,,yes,listing requires arn from a parent
greengrassv2.component_version_artifact,greengrassv2,component_version_artifact,child,parent_chain,"arn,artifactName",,yes,"listing requires arn,artifactName from a parent"
greengrassv2.connectivity_info,greengrassv2,connectivity_info,child,parent_chain,thingName,,yes,listing requires thingName from a parent
greengrassv2.core_device,greengrassv2,core_device,child,parent_chain,coreDeviceThingName,,yes,listing requires coreDeviceThingName from a parent
greengrassv2.effective_deployment,greengrassv2,effective_deployment,child,parent_chain,coreDeviceThingName,,yes,listing requires coreDeviceThingName from a parent
greengrassv2.installed_component,greengrassv2,installed_component,child,parent_chain,coreDeviceThingName,,yes,listing requires coreDeviceThingName from a parent
groundstation.agent_configuration,groundstation,agent_configuration,child,parent_chain,agentId,,yes,listing requires agentId from a parent
groundstation.contact,groundstation,contact,child,parent_chain,contactId,,yes,listing requires contactId from a parent
groundstation.ephemeri,groundstation,ephemeri,child,parent_chain,ephemerisId,,yes,listing requires ephemerisId from a parent
groundstation.ephemeride,groundstation,ephemeride,child,parent_chain,"endTime,satelliteId,startTime",,yes,"listing requires endTime,satelliteId,startTime from a parent"
groundstation.satellite,groundstation,satellite,child,parent_chain,satelliteId,,yes,listing requires satelliteId from a parent
guardduty.detector,guardduty,Detector,child,parent_chain,DetectorId,,yes,listing requires DetectorId from a parent
guardduty.malware_scan,guardduty,malware_scan,child,parent_chain,DetectorId,,yes,listing requires DetectorId from a parent
guardduty.member_detector,guardduty,member_detector,child,parent_chain,"AccountIds,DetectorId",,yes,"listing requires AccountIds,DetectorId from a parent"
guardduty.organization_configuration,guardduty,organization_configuration,child,parent_chain,DetectorId,,yes,listing requires DetectorId from a parent
health.affected_accounts_for_organization,health,affected_accounts_for_organization,child,parent_chain,eventArn,,yes,listing requires eventArn from a parent
health.entity_aggregates_for_organization,health,entity_aggregates_for_organization,child,parent_chain,eventArns,,yes,listing requires eventArns from a parent
health.event_aggregate,health,event_aggregate,child,parent_chain,aggregateField,,yes,listing requires aggregateField from a parent
health.event_detail,health,event_detail,child,parent_chain,eventArns,,yes,listing requires eventArns from a parent
health.event_details_for_organization,health,event_details_for_organization,child,parent_chain,organizationEventDetailFilters,,yes,listing requires organizationEventDetailFilters from a parent
healthlake.fhir_export_job,healthlake,fhir_export_job,child,parent_chain,"DatastoreId,JobId",,yes,"listing requires DatastoreId,JobId from a parent"
healthlake.fhir_import_job,healthlake,fhir_import_job,child,parent_chain,"DatastoreId,JobId",,yes,"listing requires DatastoreId,JobId from a parent"
iam.attached_role_policy,iam,attached_role_policy,child,parent_chain,RoleName,,yes,listing requires RoleName from a parent
iam.attached_user_policy,iam,attached_user_policy,child,parent_chain,UserName,,yes,listing requires UserName from a parent
iam.group_policy,iam,GroupPolicy,child,parent_chain,GroupName,,yes,listing requires GroupName from a parent
iam.groups_for_user,iam,groups_for_user,child,parent_chain,UserName,,yes,listing requires UserName from a parent
iam.instance_profiles_for_role,iam,instance_profiles_for_role,child,parent_chain,RoleName,,yes,listing requires RoleName from a parent
iam.open_id_connect_provider,iam,open_id_connect_provider,child,parent_chain,OpenIDConnectProviderArn,,yes,listing requires OpenIDConnectProviderArn from a parent
iam.policy_version,iam,policy_version,child,parent_chain,"PolicyArn,VersionId",,yes,"listing requires PolicyArn,VersionId from a parent"
iam.user_policy,iam,UserPolicy,child,parent_chain,UserName,,yes,listing requires UserName from a parent
identitystore.group,identitystore,Group,child,parent_chain,IdentityStoreId,,yes,listing requires IdentityStoreId from a parent
identitystore.user,identitystore,user,child,parent_chain,IdentityStoreId,,yes,listing requires IdentityStoreId from a parent
imagebuilder.component_build_version,imagebuilder,component_build_version,child,parent_chain,componentVersionArn,,yes,listing requires componentVersionArn from a parent
imagebuilder.component_policy,imagebuilder,component_policy,child,parent_chain,componentArn,,yes,listing requires componentArn from a parent
imagebuilder.container_recipe_policy,imagebuilder,container_recipe_policy,child,parent_chain,containerRecipeArn,,yes,listing requires containerRecipeArn from a parent
imagebuilder.image_build_version,imagebuilder,image_build_version,child,parent_chain,imageVersionArn,,yes,listing requires imageVersionArn from a parent
imagebuilder.image_package,imagebuilder,image_package,child,parent_chain,imageBuildVersionArn,,yes,listing requires imageBuildVersionArn from a parent
imagebuilder.image_pipeline_image,imagebuilder,image_pipeline_image,child,parent_chain,imagePipelineArn,,yes,listing requires imagePipelineArn from a parent
imagebuilder.image_policy,imagebuilder,image_policy,child,parent_chain,imageArn,,yes,listing requires imageArn from a parent
imagebuilder.image_recipe_policy,imagebuilder,image_recipe_policy,child,parent_chain,imageRecipeArn,,yes,listing requires imageRecipeArn from a parent
imagebuilder.lifecycle_execution,imagebuilder,lifecycle_execution,child,parent_chain,lifecycleExecutionId,,yes,listing requires lifecycleExecutionId from a parent
imagebuilder.lifecycle_execution_resource,imagebuilder,lifecycle_execution_resource,child,parent_chain,lifecycleExecutionId,,yes,listing requires lifecycleExecutionId from a parent
imagebuilder.workflow_build_version,imagebuilder,workflow_build_version,child,parent_chain,workflowVersionArn,,yes,listing requires workflowVersionArn from a parent
imagebuilder.workflow_execution,imagebuilder,workflow_execution,child,parent_chain,workflowExecutionId,,yes,listing requires workflowExecutionId from a parent
imagebuilder.workflow_step_execution,imagebuilder,workflow_step_execution,child,parent_chain,stepExecutionId,,yes,listing requires stepExecutionId from a parent
importexport.shipping_label,importexport,shipping_label,child,parent_chain,jobIds,,yes,listing requires jobIds from a parent
importexport.status,importexport,statu,child,parent_chain,JobId,,yes,listing requires JobId from a parent
inspector.assessment_run,inspector,assessment_run,child,parent_chain,assessmentRunArns,,yes,listing requires assessmentRunArns from a parent
inspector.assessment_template,inspector,AssessmentTemplate,child,parent_chain,assessmentTemplateArns,,yes,listing requires assessmentTemplateArns from a parent
inspector.finding,inspector,finding,child,parent_chain,findingArns,,yes,listing requires findingArns from a parent
inspector-scan.scan_sbom,inspector-scan,scan_sbom,child,parent_chain,sbom,,yes,listing requires sbom from a parent
internetmonitor.health_event,internetmonitor,health_event,child,parent_chain,"EventId,MonitorName",,yes,"listing requires EventId,MonitorName from a parent"
internetmonitor.query_status,internetmonitor,query_statu,child,parent_chain,"MonitorName,QueryId",,yes,"listing requires MonitorName,QueryId from a parent"
