cfn_type,cfn_namespace,cfn_resource,slug,primary_identifier,additional_identifiers,arn_property,has_read_handler,taggable,relationship_refs,description
AWS::RoboMaker::SimulationApplication,RoboMaker,SimulationApplication,robomaker.simulation_application,Arn,,Arn,yes,no,,This schema is for testing purpose only.
AWS::RoboMaker::SimulationApplicationVersion,RoboMaker,SimulationApplicationVersion,robomaker.simulation_application_version,Arn,,Arn,yes,no,,AWS::RoboMaker::SimulationApplicationVersion resource creates an AWS RoboMaker SimulationApplicationVersion. This helps you control which code your simulation uses.
AWS::RolesAnywhere::CRL,RolesAnywhere,CRL,rolesanywhere.crl,CrlId,,,yes,yes,,Definition of AWS::RolesAnywhere::CRL Resource Type
AWS::RolesAnywhere::Profile,RolesAnywhere,Profile,rolesanywhere.profile,ProfileId,,ProfileArn,yes,yes,,Definition of AWS::RolesAnywhere::Profile Resource Type
AWS::RolesAnywhere::TrustAnchor,RolesAnywhere,TrustAnchor,rolesanywhere.trust_anchor,TrustAnchorId,,TrustAnchorArn,yes,yes,,Definition of AWS::RolesAnywhere::TrustAnchor Resource Type.
AWS::Route53::CidrCollection,Route53,CidrCollection,route53.cidr_collection,Id,,Arn,yes,no,,Resource Type definition for AWS::Route53::CidrCollection.
AWS::Route53::DNSSEC,Route53,DNSSEC,route53.dnssec,HostedZoneId,,,yes,no,,Resource used to control (enable/disable) DNSSEC in a specific hosted zone.
AWS::Route53::HealthCheck,Route53,HealthCheck,route53.health_check,HealthCheckId,,,yes,yes,,Resource schema for AWS::Route53::HealthCheck.
AWS::Route53::HostedZone,Route53,HostedZone,route53.hosted_zone,Id,,,yes,yes,,"Creates a new public or private hosted zone. You create records in a public hosted zone to define how you want to route traffic on the internet for a domain, such as example.com, and its subdomains (a"
AWS::Route53::KeySigningKey,Route53,KeySigningKey,route53.key_signing_key,"HostedZoneId,Name",,,yes,no,,Represents a key signing key (KSK) associated with a hosted zone. You can only have two KSKs per hosted zone.
AWS::Route53::RecordSet,Route53,RecordSet,route53.record_set,Id,,,no,no,,Resource Type definition for AWS::Route53::RecordSet
AWS::Route53::RecordSetGroup,Route53,RecordSetGroup,route53.record_set_group,Id,,,no,no,,Resource Type definition for AWS::Route53::RecordSetGroup
AWS::Route53GlobalResolver::AccessSource,Route53GlobalResolver,AccessSource,route53globalresolver.access_source,AccessSourceId,Arn,Arn,yes,yes,,Resource schema for AWS::Route53GlobalResolver::AccessSource
AWS::Route53GlobalResolver::AccessToken,Route53GlobalResolver,AccessToken,route53globalresolver.access_token,AccessTokenId,Arn,Arn,yes,yes,,Resource schema for AWS::Route53GlobalResolver::AccessToken
AWS::Route53GlobalResolver::DnsView,Route53GlobalResolver,DnsView,route53globalresolver.dns_view,DnsViewId,Arn,Arn,yes,yes,,Resource schema for AWS::Route53GlobalResolver::DnsView
AWS::Route53GlobalResolver::FirewallDomainList,Route53GlobalResolver,FirewallDomainList,route53globalresolver.firewall_domain_list,FirewallDomainListId,Arn,Arn,yes,yes,,Resource schema for AWS::Route53GlobalResolver::FirewallDomainList
AWS::Route53GlobalResolver::FirewallRule,Route53GlobalResolver,FirewallRule,route53globalresolver.firewall_rule,FirewallRuleId,,,yes,no,,Resource schema for AWS::Route53GlobalResolver::FirewallRule
AWS::Route53GlobalResolver::GlobalResolver,Route53GlobalResolver,GlobalResolver,route53globalresolver.global_resolver,GlobalResolverId,Arn,Arn,yes,yes,,Resource schema for AWS::Route53GlobalResolver::GlobalResolver
AWS::Route53GlobalResolver::HostedZoneAssociation,Route53GlobalResolver,HostedZoneAssociation,route53globalresolver.hosted_zone_association,HostedZoneAssociationId,,ResourceArn,yes,no,,Resource schema for AWS::Route53GlobalResolver::HostedZoneAssociation
AWS::Route53Profiles::Profile,Route53Profiles,Profile,route53profiles.profile,Id,,Arn,yes,yes,,Resource Type definition for AWS::Route53Profiles::Profile
AWS::Route53Profiles::ProfileAssociation,Route53Profiles,ProfileAssociation,route53profiles.profile_association,Id,,Arn,yes,yes,,Resource Type definition for AWS::Route53Profiles::ProfileAssociation
AWS::Route53Profiles::ProfileResourceAssociation,Route53Profiles,ProfileResourceAssociation,route53profiles.profile_resource_association,Id,,ResourceArn,yes,no,,Resource Type definition for AWS::Route53Profiles::ProfileResourceAssociation
AWS::Route53RecoveryControl::Cluster,Route53RecoveryControl,Cluster,route53recoverycontrol.cluster,ClusterArn,,ClusterArn,yes,yes,,AWS Route53 Recovery Control Cluster resource schema
AWS::Route53RecoveryControl::ControlPanel,Route53RecoveryControl,ControlPanel,route53recoverycontrol.control_panel,ControlPanelArn,,ControlPanelArn,yes,yes,,AWS Route53 Recovery Control Control Panel resource schema .
AWS::Route53RecoveryControl::RoutingControl,Route53RecoveryControl,RoutingControl,route53recoverycontrol.routing_control,RoutingControlArn,,RoutingControlArn,yes,no,,AWS Route53 Recovery Control Routing Control resource schema .
AWS::Route53RecoveryControl::SafetyRule,Route53RecoveryControl,SafetyRule,route53recoverycontrol.safety_rule,SafetyRuleArn,,SafetyRuleArn,yes,yes,,Resource schema for AWS Route53 Recovery Control basic constructs and validation rules.
AWS::Route53RecoveryReadiness::Cell,Route53RecoveryReadiness,Cell,route53recoveryreadiness.cell,CellName,,CellArn,yes,yes,,The API Schema for AWS Route53 Recovery Readiness Cells.
AWS::Route53RecoveryReadiness::ReadinessCheck,Route53RecoveryReadiness,ReadinessCheck,route53recoveryreadiness.readiness_check,ReadinessCheckName,,ReadinessCheckArn,yes,yes,,Aws Route53 Recovery Readiness Check Schema and API specification.
AWS::Route53RecoveryReadiness::RecoveryGroup,Route53RecoveryReadiness,RecoveryGroup,route53recoveryreadiness.recovery_group,RecoveryGroupName,,RecoveryGroupArn,yes,yes,,AWS Route53 Recovery Readiness Recovery Group Schema and API specifications.
AWS::Route53RecoveryReadiness::ResourceSet,Route53RecoveryReadiness,ResourceSet,route53recoveryreadiness.resource_set,ResourceSetName,,ResourceSetArn,yes,yes,,Schema for the AWS Route53 Recovery Readiness ResourceSet Resource and API.
AWS::Route53Resolver::FirewallDomainList,Route53Resolver,FirewallDomainList,route53resolver.firewall_domain_list,Id,,Arn,yes,yes,,Resource schema for AWS::Route53Resolver::FirewallDomainList.
AWS::Route53Resolver::FirewallRuleGroup,Route53Resolver,FirewallRuleGroup,route53resolver.firewall_rule_group,Id,,Arn,yes,yes,,Resource schema for AWS::Route53Resolver::FirewallRuleGroup.
AWS::Route53Resolver::FirewallRuleGroupAssociation,Route53Resolver,FirewallRuleGroupAssociation,route53resolver.firewall_rule_group_association,Id,,Arn,yes,yes,,Resource schema for AWS::Route53Resolver::FirewallRuleGroupAssociation.
AWS::Route53Resolver::OutpostResolver,Route53Resolver,OutpostResolver,route53resolver.outpost_resolver,Id,,Arn,yes,yes,,Resource schema for AWS::Route53Resolver::OutpostResolver.
AWS::Route53Resolver::ResolverConfig,Route53Resolver,ResolverConfig,route53resolver.resolver_config,ResourceId,,,yes,no,,Resource schema for AWS::Route53Resolver::ResolverConfig.
AWS::Route53Resolver::ResolverDNSSECConfig,Route53Resolver,ResolverDNSSECConfig,route53resolver.resolver_dnssec_config,Id,,,yes,no,,Resource schema for AWS::Route53Resolver::ResolverDNSSECConfig.
AWS::Route53Resolver::ResolverEndpoint,Route53Resolver,ResolverEndpoint,route53resolver.resolver_endpoint,ResolverEndpointId,,Arn,yes,yes,,Resource type definition for AWS::Route53Resolver::ResolverEndpoint
AWS::Route53Resolver::ResolverQueryLoggingConfig,Route53Resolver,ResolverQueryLoggingConfig,route53resolver.resolver_query_logging_config,Id,,Arn,yes,yes,,Resource schema for AWS::Route53Resolver::ResolverQueryLoggingConfig.
AWS::Route53Resolver::ResolverQueryLoggingConfigAssociation,Route53Resolver,ResolverQueryLoggingConfigAssociation,route53resolver.resolver_query_logging_config_association,Id,,,yes,no,,Resource schema for AWS::Route53Resolver::ResolverQueryLoggingConfigAssociation.
AWS::Route53Resolver::ResolverRule,Route53Resolver,ResolverRule,route53resolver.resolver_rule,ResolverRuleId,,Arn,yes,yes,,Resource Type definition for AWS::Route53Resolver::ResolverRule
AWS::Route53Resolver::ResolverRuleAssociation,Route53Resolver,ResolverRuleAssociation,route53resolver.resolver_rule_association,ResolverRuleAssociationId,,,yes,no,,"In the response to an [AssociateResolverRule](https://docs.aws.amazon.com/Route53/latest/APIReference/API_route53resolver_AssociateResolverRule.html), [DisassociateResolverRule](https://docs.aws.amazo"
AWS::S3::AccessGrant,S3,AccessGrant,s3.access_grant,AccessGrantId,,AccessGrantArn,yes,yes,,The AWS::S3::AccessGrant resource is an Amazon S3 resource type representing permissions to a specific S3 bucket or prefix hosted in an S3 Access Grants instance. 
AWS::S3::AccessGrantsInstance,S3,AccessGrantsInstance,s3.access_grants_instance,AccessGrantsInstanceArn,,AccessGrantsInstanceArn,yes,yes,,The AWS::S3::AccessGrantsInstance resource is an Amazon S3 resource type that hosts Access Grants and their associated locations
AWS::S3::AccessGrantsLocation,S3,AccessGrantsLocation,s3.access_grants_location,AccessGrantsLocationId,,AccessGrantsLocationArn,yes,yes,,The AWS::S3::AccessGrantsLocation resource is an Amazon S3 resource type hosted in an access grants instance which can be the target of S3 access grants.
AWS::S3::AccessPoint,S3,AccessPoint,s3.access_point,Name,,Arn,yes,yes,,The AWS::S3::AccessPoint resource is an Amazon S3 resource type that you can use to access buckets.
AWS::S3::Bucket,S3,Bucket,s3.bucket,BucketName,,Arn,yes,yes,,The ``AWS::S3::Bucket`` resource creates an Amazon S3 bucket in the same AWS Region where you create the AWS CloudFormation stack.  To control how AWS CloudFormation handles the bucket when the stack 
AWS::S3::BucketPolicy,S3,BucketPolicy,s3.bucket_policy,Bucket,,,yes,no,,"Applies an Amazon S3 bucket policy to an Amazon S3 bucket. If you are using an identity other than the root user of the AWS-account that owns the bucket, the calling identity must have the ``PutBucket"
AWS::S3::MultiRegionAccessPoint,S3,MultiRegionAccessPoint,s3.multi_region_access_point,Name,,,yes,no,,AWS::S3::MultiRegionAccessPoint is an Amazon S3 resource type that dynamically routes S3 requests to easily satisfy geographic compliance requirements based on customer-defined routing policies.
AWS::S3::MultiRegionAccessPointPolicy,S3,MultiRegionAccessPointPolicy,s3.multi_region_access_point_policy,MrapName,,,yes,no,,The policy to be attached to a Multi Region Access Point
AWS::S3::StorageLens,S3,StorageLens,s3.storage_lens,Id,,StorageLensArn,yes,yes,,The AWS::S3::StorageLens resource is an Amazon S3 resource type that you can use to create Storage Lens configurations.
AWS::S3::StorageLensGroup,S3,StorageLensGroup,s3.storage_lens_group,Name,,StorageLensGroupArn,yes,yes,,The AWS::S3::StorageLensGroup resource is an Amazon S3 resource type that you can use to create Storage Lens Group.
AWS::S3Express::AccessPoint,S3Express,AccessPoint,s3express.access_point,Name,,Arn,yes,yes,,The AWS::S3Express::AccessPoint resource is an Amazon S3 resource type that you can use to access buckets.
AWS::S3Express::BucketPolicy,S3Express,BucketPolicy,s3express.bucket_policy,Bucket,,,yes,no,,Resource Type definition for AWS::S3Express::BucketPolicy.
AWS::S3Express::DirectoryBucket,S3Express,DirectoryBucket,s3express.directory_bucket,BucketName,,Arn,yes,yes,2,Resource Type definition for AWS::S3Express::DirectoryBucket.
AWS::S3Files::AccessPoint,S3Files,AccessPoint,s3files.access_point,AccessPointId,,AccessPointArn,yes,yes,,Resource Type definition for AWS::S3Files::AccessPoint
AWS::S3Files::FileSystem,S3Files,FileSystem,s3files.file_system,FileSystemArn,FileSystemId,FileSystemArn,yes,yes,,Resource Type definition for AWS::S3Files::FileSystem
AWS::S3Files::FileSystemPolicy,S3Files,FileSystemPolicy,s3files.file_system_policy,FileSystemId,,,yes,no,,Resource Type definition for AWS::S3Files::FileSystemPolicy
AWS::S3Files::MountTarget,S3Files,MountTarget,s3files.mount_target,MountTargetId,,,yes,no,,Resource Type definition for AWS::S3Files::MountTarget
AWS::S3ObjectLambda::AccessPoint,S3ObjectLambda,AccessPoint,s3objectlambda.access_point,Name,,Arn,yes,no,,The AWS::S3ObjectLambda::AccessPoint resource is an Amazon S3ObjectLambda resource type that you can use to add computation to S3 actions
AWS::S3ObjectLambda::AccessPointPolicy,S3ObjectLambda,AccessPointPolicy,s3objectlambda.access_point_policy,ObjectLambdaAccessPoint,,,yes,no,,AWS::S3ObjectLambda::AccessPointPolicy resource is an Amazon S3ObjectLambda policy type that you can use to control permissions for your S3ObjectLambda
AWS::S3Outposts::AccessPoint,S3Outposts,AccessPoint,s3outposts.access_point,Arn,,Arn,yes,no,,Resource Type Definition for AWS::S3Outposts::AccessPoint
AWS::S3Outposts::Bucket,S3Outposts,Bucket,s3outposts.bucket,Arn,,Arn,yes,yes,,Resource Type Definition for AWS::S3Outposts::Bucket
AWS::S3Outposts::BucketPolicy,S3Outposts,BucketPolicy,s3outposts.bucket_policy,Bucket,,,yes,no,,Resource Type Definition for AWS::S3Outposts::BucketPolicy
AWS::S3Outposts::Endpoint,S3Outposts,Endpoint,s3outposts.endpoint,Arn,,Arn,yes,no,,Resource Type Definition for AWS::S3Outposts::Endpoint
AWS::S3Tables::Namespace,S3Tables,Namespace,s3tables.table,"TableBucketARN,Namespace",,,yes,no,,Resource Type definition for AWS::S3Tables::Namespace
AWS::S3Tables::Table,S3Tables,Table,s3tables.table,TableARN,,TableARN,yes,yes,,Resource Type definition for AWS::S3Tables::Table
AWS::S3Tables::TableBucket,S3Tables,TableBucket,s3tables.table_bucket,TableBucketARN,,TableBucketARN,yes,yes,,Creates an Amazon S3 Tables table bucket in the same AWS Region where you create the AWS CloudFormation stack.
AWS::S3Tables::TableBucketPolicy,S3Tables,TableBucketPolicy,s3tables.table_bucket_policy,TableBucketARN,,,yes,no,,Applies an IAM resource policy to a table bucket.
AWS::S3Tables::TablePolicy,S3Tables,TablePolicy,s3tables.table_policy,TableARN,,TableBucketARN,yes,no,,Resource Type definition for AWS::S3Tables::TablePolicy
AWS::S3Vectors::Index,S3Vectors,Index,s3vectors.index,IndexArn,IndexName|VectorBucketName,IndexArn,yes,yes,,Resource Type definition for AWS::S3Vectors::Index
AWS::S3Vectors::VectorBucket,S3Vectors,VectorBucket,s3vectors.vector_bucket,VectorBucketArn,VectorBucketName,VectorBucketArn,yes,yes,,Resource Type definition for AWS::S3Vectors::VectorBucket
AWS::S3Vectors::VectorBucketPolicy,S3Vectors,VectorBucketPolicy,s3vectors.vector_bucket_policy,VectorBucketArn,VectorBucketName,,yes,no,,Resource Type definition for AWS::S3Vectors::VectorBucketPolicy
AWS::SCN::Dataset,SCN,Dataset,scn.dataset,Arn,InstanceId|Namespace|Name,Arn,yes,yes,,Represents an AWS Supply Chain data lake dataset.
AWS::SCN::Namespace,SCN,Namespace,scn.namespace,Arn,InstanceId|Name,Arn,yes,yes,,Definition of AWS::SCN::Namespace Resource Type
AWS::SDB::Domain,SDB,Domain,sdb.domain,Id,,,no,no,,Resource Type definition for AWS::SDB::Domain
AWS::SES::ConfigurationSet,SES,ConfigurationSet,ses.configuration_set,Name,,,yes,yes,,Resource schema for AWS::SES::ConfigurationSet.
AWS::SES::ConfigurationSetEventDestination,SES,ConfigurationSetEventDestination,ses.configuration_set_event_destination,Id,,,yes,no,,Resource Type definition for AWS::SES::ConfigurationSetEventDestination
AWS::SES::ContactList,SES,ContactList,ses.contact_list,ContactListName,,,yes,yes,,Resource schema for AWS::SES::ContactList.
AWS::SES::CustomVerificationEmailTemplate,SES,CustomVerificationEmailTemplate,ses.custom_verification_email_template,TemplateName,,,yes,yes,,Resource Type definition for AWS::SES::CustomVerificationEmailTemplate.
AWS::SES::DedicatedIpPool,SES,DedicatedIpPool,ses.dedicated_ip_pool,PoolName,,,yes,yes,,Resource Type definition for AWS::SES::DedicatedIpPool
AWS::SES::EmailIdentity,SES,EmailIdentity,ses.email_identity,EmailIdentity,,,yes,yes,,Resource Type definition for AWS::SES::EmailIdentity
AWS::SES::MailManagerAddonInstance,SES,MailManagerAddonInstance,ses.mail_manager_addon_instance,AddonInstanceId,,AddonInstanceArn,yes,yes,,Definition of AWS::SES::MailManagerAddonInstance Resource Type
AWS::SES::MailManagerAddonSubscription,SES,MailManagerAddonSubscription,ses.mail_manager_addon_subscription,AddonSubscriptionId,,AddonSubscriptionArn,yes,yes,,Definition of AWS::SES::MailManagerAddonSubscription Resource Type
AWS::SES::MailManagerAddressList,SES,MailManagerAddressList,ses.mail_manager_address_list,AddressListId,,AddressListArn,yes,yes,,Definition of AWS::SES::MailManagerAddressList Resource Type
AWS::SES::MailManagerArchive,SES,MailManagerArchive,ses.mail_manager_archive,ArchiveId,,ArchiveArn,yes,yes,,Definition of AWS::SES::MailManagerArchive Resource Type
AWS::SES::MailManagerIngressPoint,SES,MailManagerIngressPoint,ses.mail_manager_ingress_point,IngressPointId,,IngressPointArn,yes,yes,,Definition of AWS::SES::MailManagerIngressPoint Resource Type
AWS::SES::MailManagerRelay,SES,MailManagerRelay,ses.mail_manager_relay,RelayId,,RelayArn,yes,yes,,Definition of AWS::SES::MailManagerRelay Resource Type
AWS::SES::MailManagerRuleSet,SES,MailManagerRuleSet,ses.mail_manager_rule_set,RuleSetId,,RuleSetArn,yes,yes,,Definition of AWS::SES::MailManagerRuleSet Resource Type
AWS::SES::MailManagerTrafficPolicy,SES,MailManagerTrafficPolicy,ses.mail_manager_traffic_policy,TrafficPolicyId,,TrafficPolicyArn,yes,yes,,Definition of AWS::SES::MailManagerTrafficPolicy Resource Type
AWS::SES::MultiRegionEndpoint,SES,MultiRegionEndpoint,ses.multi_region_endpoint,EndpointName,,,yes,yes,,Resource Type definition for AWS::SES::MultiRegionEndpoint
AWS::SES::ReceiptFilter,SES,ReceiptFilter,ses.receipt_filter,Id,,,no,no,,Resource Type definition for AWS::SES::ReceiptFilter
AWS::SES::ReceiptRule,SES,ReceiptRule,ses.receipt_rule,Id,,,no,no,,Resource Type definition for AWS::SES::ReceiptRule
AWS::SES::ReceiptRuleSet,SES,ReceiptRuleSet,ses.receipt_rule_set,Id,,,no,no,,Resource Type definition for AWS::SES::ReceiptRuleSet
AWS::SES::Template,SES,Template,ses.template,Id,,,yes,yes,,Resource Type definition for AWS::SES::Template
AWS::SES::Tenant,SES,Tenant,ses.tenant,TenantName,,Arn,yes,yes,,Resource Type definition for AWS::SES::Tenant
AWS::SES::VdmAttributes,SES,VdmAttributes,ses.vdm_attributes,VdmAttributesResourceId,,,yes,no,,Resource Type definition for AWS::SES::VdmAttributes
AWS::SMSVOICE::ConfigurationSet,SMSVOICE,ConfigurationSet,sms-voice.configuration_set,ConfigurationSetName,,Arn,yes,yes,,Resource Type definition for AWS::SMSVOICE::ConfigurationSet
AWS::SMSVOICE::OptOutList,SMSVOICE,OptOutList,sms-voice.opt_out_list,OptOutListName,,Arn,yes,yes,,Resource Type definition for AWS::SMSVOICE::OptOutList
AWS::SMSVOICE::PhoneNumber,SMSVOICE,PhoneNumber,sms-voice.phone_number,PhoneNumberId,,Arn,yes,yes,,Resource Type definition for AWS::SMSVOICE::PhoneNumber
AWS::SMSVOICE::Pool,SMSVOICE,Pool,sms-voice.pool,PoolId,,Arn,yes,yes,,Resource Type definition for AWS::SMSVOICE::Pool
AWS::SMSVOICE::ProtectConfiguration,SMSVOICE,ProtectConfiguration,sms-voice.protect_configuration,ProtectConfigurationId,,Arn,yes,yes,,Resource Type definition for AWS::SMSVOICE::ProtectConfiguration
AWS::SMSVOICE::Registration,SMSVOICE,Registration,sms-voice.registration,RegistrationArn,RegistrationId,RegistrationArn,yes,yes,,A registration that has been created.
AWS::SMSVOICE::ResourcePolicy,SMSVOICE,ResourcePolicy,sms-voice.resource_policy,ResourceArn,,ResourceArn,yes,no,,Resource Type definition for AWS::SMSVOICE::ResourcePolicy
AWS::SMSVOICE::SenderId,SMSVOICE,SenderId,sms-voice.sender_id,"IsoCountryCode,SenderId",,Arn,yes,yes,,Resource Type definition for AWS::SMSVOICE::SenderId
AWS::SNS::Subscription,SNS,Subscription,sns.subscription,Arn,,Arn,yes,no,,Resource Type definition for AWS::SNS::Subscription
AWS::SNS::Topic,SNS,Topic,sns.topic,TopicArn,,TopicArn,yes,yes,,"The ``AWS::SNS::Topic`` resource creates a topic to which notifications can be published.   One account can create a maximum of 100,000 standard topics and 1,000 FIFO topics. For more information, see"
AWS::SNS::TopicInlinePolicy,SNS,TopicInlinePolicy,sns.topic_inline_policy,TopicArn,,,yes,no,,Schema for AWS::SNS::TopicInlinePolicy
AWS::SNS::TopicPolicy,SNS,TopicPolicy,sns.topic_policy,Id,,,no,no,,"The ``AWS::SNS::TopicPolicy`` resource associates SNS topics with a policy. For an example snippet, see [Declaring an policy](https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/quickref-ia"
AWS::SQS::Queue,SQS,Queue,sqs.queue,QueueUrl,,Arn,yes,yes,,"The ``AWS::SQS::Queue`` resource creates an SQS standard or FIFO queue.  Keep the following caveats in mind:   +  If you don't specify the ``FifoQueue`` property, SQS creates a standard queue.   You c"
AWS::SQS::QueueInlinePolicy,SQS,QueueInlinePolicy,sqs.queue_inline_policy,Queue,,,yes,no,,Schema for SQS QueueInlinePolicy
AWS::SQS::QueuePolicy,SQS,QueuePolicy,sqs.queue_policy,Id,,,no,no,,"The ``AWS::SQS::QueuePolicy`` type applies a policy to SQS queues. For an example snippet, see [Declaring an policy](https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/quickref-iam.html#sc"
AWS::SSM::Association,SSM,Association,ssm.association,AssociationId,,,yes,yes,2,The AWS::SSM::Association resource associates an SSM document in AWS Systems Manager with EC2 instances that contain a configuration agent to process the document.
AWS::SSM::Document,SSM,Document,ssm.document,Name,,,yes,yes,,"The AWS::SSM::Document resource is an SSM document in AWS Systems Manager that defines the actions that Systems Manager performs, which can be used to set up and run commands on your instances."
AWS::SSM::MaintenanceWindow,SSM,MaintenanceWindow,ssm.maintenance_window,WindowId,,,yes,yes,,Resource type definition for AWS::SSM::MaintenanceWindow
AWS::SSM::MaintenanceWindowTarget,SSM,MaintenanceWindowTarget,ssm.maintenance_window_target,"WindowId,WindowTargetId",,,yes,no,,Resource type definition for AWS::SSM::MaintenanceWindowTarget
AWS::SSM::MaintenanceWindowTask,SSM,MaintenanceWindowTask,ssm.maintenance_window_task,"WindowId,WindowTaskId",,,yes,no,,Resource Type definition for AWS::SSM::MaintenanceWindowTask
AWS::SSM::OpsItem,SSM,OpsItem,ssm.ops_item,OpsItemArn,OpsItemId,OpsItemArn,yes,yes,,Resource schema for AWS::SSM::OpsItem.
AWS::SSM::Parameter,SSM,Parameter,ssm.parameter,Name,,Arn,yes,yes,,"The ``AWS::SSM::Parameter`` resource creates an SSM parameter in SYSlong Parameter Store.   To create an SSM parameter, you must have the IAMlong (IAM) permissions ``ssm:PutParameter`` and ``ssm:AddTa"
AWS::SSM::PatchBaseline,SSM,PatchBaseline,ssm.patch_baseline,Id,,,yes,yes,,Resource Type definition for AWS::SSM::PatchBaseline
AWS::SSM::ResourceDataSync,SSM,ResourceDataSync,ssm.resource_data_sync,SyncName,,,yes,no,,Resource Type definition for AWS::SSM::ResourceDataSync
AWS::SSM::ResourcePolicy,SSM,ResourcePolicy,ssm.resource_policy,"PolicyId,ResourceArn",,ResourceArn,yes,no,,Resource Type definition for AWS::SSM::ResourcePolicy
AWS::SSMContacts::Contact,SSMContacts,Contact,ssm-contacts.contact,Arn,,Arn,yes,yes,,Resource Type definition for AWS::SSMContacts::Contact
AWS::SSMContacts::ContactChannel,SSMContacts,ContactChannel,ssm-contacts.contact_channel,Arn,,Arn,yes,no,,Resource Type definition for AWS::SSMContacts::ContactChannel
AWS::SSMContacts::Plan,SSMContacts,Plan,ssm-contacts.plan,Arn,,Arn,yes,no,,Engagement Plan for a SSM Incident Manager Contact.
AWS::SSMContacts::Rotation,SSMContacts,Rotation,ssm-contacts.rotation,Arn,,Arn,yes,yes,,Resource Type definition for AWS::SSMContacts::Rotation.
AWS::SSMGuiConnect::Preferences,SSMGuiConnect,Preferences,ssm-guiconnect.preferences,AccountId,,,yes,no,,Definition of AWS::SSMGuiConnect::Preferences Resource Type
AWS::SSMIncidents::ReplicationSet,SSMIncidents,ReplicationSet,ssm-incidents.replication_set,Arn,,Arn,yes,yes,,Resource type definition for AWS::SSMIncidents::ReplicationSet
AWS::SSMIncidents::ResponsePlan,SSMIncidents,ResponsePlan,ssm-incidents.response_plan,Arn,,Arn,yes,yes,,Resource type definition for AWS::SSMIncidents::ResponsePlan
AWS::SSMQuickSetup::ConfigurationManager,SSMQuickSetup,ConfigurationManager,ssm-quicksetup.configuration_manager,ManagerArn,,ManagerArn,yes,yes,,Definition of AWS::SSMQuickSetup::ConfigurationManager Resource Type
AWS::SSMQuickSetup::LifecycleAutomation,SSMQuickSetup,LifecycleAutomation,ssm-quicksetup.lifecycle_automation,AssociationId,,,yes,yes,,Resource Type definition for AWS::SSMQuickSetup::LifecycleAutomation that executes SSM Automation documents in response to CloudFormation lifecycle events.
AWS::SSO::Application,SSO,Application,sso.application,ApplicationArn,,ApplicationArn,yes,yes,,Resource Type definition for Identity Center (SSO) Application
AWS::SSO::ApplicationAssignment,SSO,ApplicationAssignment,sso.application_assignment,"ApplicationArn,PrincipalType,PrincipalId",,,yes,no,,Resource Type definition for SSO application access grant to a user or group.
AWS::SSO::Assignment,SSO,Assignment,sso.assignment,"InstanceArn,TargetId,TargetType,PermissionSetArn,PrincipalType,PrincipalId",,,yes,no,,Resource Type definition for SSO assignmet
AWS::SSO::Instance,SSO,Instance,sso.instance,InstanceArn,,InstanceArn,yes,yes,,Resource Type definition for Identity Center (SSO) Instance
AWS::SSO::InstanceAccessControlAttributeConfiguration,SSO,InstanceAccessControlAttributeConfiguration,sso.instance_access_control_attribute_configuration,InstanceArn,,,yes,no,,Resource Type definition for SSO InstanceAccessControlAttributeConfiguration
AWS::SSO::PermissionSet,SSO,PermissionSet,sso.permission_set,"InstanceArn,PermissionSetArn",,PermissionSetArn,yes,yes,,Resource Type definition for SSO PermissionSet
AWS::SageMaker::Action,SageMaker,Action,sagemaker.action,Arn,ActionName,Arn,yes,yes,,"Resource type definition for AWS::SageMaker::Action. An action is a lineage tracking entity that represents an action or activity, such as a model deployment or an HPO job."
AWS::SageMaker::Algorithm,SageMaker,Algorithm,sagemaker.algorithm,AlgorithmArn,AlgorithmName,AlgorithmArn,yes,yes,,Resource Type definition for AWS::SageMaker::Algorithm
AWS::SageMaker::App,SageMaker,App,sagemaker.app,"AppName,AppType,DomainId,UserProfileName",,AppArn,yes,yes,,Resource Type definition for AWS::SageMaker::App
AWS::SageMaker::AppImageConfig,SageMaker,AppImageConfig,sagemaker.app_image_config,AppImageConfigName,,AppImageConfigArn,yes,yes,,Resource Type definition for AWS::SageMaker::AppImageConfig
AWS::SageMaker::Cluster,SageMaker,Cluster,sagemaker.cluster,ClusterArn,ClusterName,ClusterArn,yes,yes,,Resource Type definition for AWS::SageMaker::Cluster
AWS::SageMaker::CodeRepository,SageMaker,CodeRepository,sagemaker.code_repository,Id,,,no,no,,Resource Type definition for AWS::SageMaker::CodeRepository
AWS::SageMaker::Context,SageMaker,Context,sagemaker.context,Arn,ContextName,Arn,yes,yes,,Resource type definition for AWS::SageMaker::Context. A context is a lineage tracking entity that represents a logical grouping of other tracking or experiment entities.
AWS::SageMaker::DataQualityJobDefinition,SageMaker,DataQualityJobDefinition,sagemaker.data_quality_job_definition,JobDefinitionArn,,JobDefinitionArn,yes,yes,,Resource Type definition for AWS::SageMaker::DataQualityJobDefinition
AWS::SageMaker::Device,SageMaker,Device,sagemaker.device,DeviceName,,,yes,no,,Resource schema for AWS::SageMaker::Device
AWS::SageMaker::DeviceFleet,SageMaker,DeviceFleet,sagemaker.device_fleet,DeviceFleetName,,,yes,no,,Resource schema for AWS::SageMaker::DeviceFleet
