provider,service_group,resource,category,name,schema_path,doc,params_json,permissions
aws,Serverless,rest-account,filter,list-item,aws.rest-account.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Serverless,rest-account,filter,not,aws.rest-account.filters.not,Parent base class for filters and actions.,,
aws,Serverless,rest-account,filter,or,aws.rest-account.filters.or,Parent base class for filters and actions.,,
aws,Serverless,rest-account,filter,reduce,aws.rest-account.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Serverless,rest-account,filter,value,aws.rest-account.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Serverless,rest-account,action,update,aws.rest-account.actions.update,Update the cloudwatch role associated to a rest account,"{""properties"":{""patch"":""array""},""required"":[""patch"",""type""]}",apigateway:PATCH
aws,Serverless,rest-account,action,webhook,aws.rest-account.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Serverless,rest-api,filter,and,aws.rest-api.filters.and,Parent base class for filters and actions.,,
aws,Serverless,rest-api,filter,cross-account,aws.rest-api.filters.cross-account,Check a resource's embedded iam policy for cross account access.,"{""properties"":{""actions"":""array"",""everyone_only"":""boolean"",""whitelist_conditions"":""array"",""whitelist_from"":""#/definitions/filters_common/value_from"",""whitelist"":""array"",""whitelist_orgids_from"":""#/definitions/filters_common/value_from"",""whitelist_orgids"":""array"",""whitelist_vpce_from"":""#/definitions/filters_common/value_from"",""whitelist_vpce"":""array"",""whitelist_vpc_from"":""#/definitions/filters_common/value_from"",""whitelist_vpc"":""array""},""required"":[""type""]}",apigateway:GET
aws,Serverless,rest-api,filter,event,aws.rest-api.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Serverless,rest-api,filter,list-item,aws.rest-api.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Serverless,rest-api,filter,marked-for-op,aws.rest-api.filters.marked-for-op,Filter resources for tag specified future action,"{""properties"":{""tag"":""string"",""tz"":""string"",""skew"":""number"",""skew_hours"":""number"",""op"":""string""},""required"":[""type""]}",
aws,Serverless,rest-api,filter,metrics,aws.rest-api.filters.metrics,Supports cloud watch metrics filters on resources.,"{""properties"":{""namespace"":""string"",""name"":""string"",""dimensions"":""object"",""statistics"":""string"",""days"":""number"",""op"":""string"",""value"":""number"",""period"":""number"",""attr-multiplier"":""number"",""percent-attr"":""string"",""missing-value"":""number""},""required"":[""value"",""name""]}",cloudwatch:GetMetricStatistics
aws,Serverless,rest-api,filter,not,aws.rest-api.filters.not,Parent base class for filters and actions.,,
aws,Serverless,rest-api,filter,or,aws.rest-api.filters.or,Parent base class for filters and actions.,,
aws,Serverless,rest-api,filter,reduce,aws.rest-api.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Serverless,rest-api,filter,value,aws.rest-api.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Serverless,rest-api,action,auto-tag-user,aws.rest-api.actions.auto-tag-user,Tag a resource with the user who created/modified it.,"{""properties"":{""user-type"":""array"",""update"":""boolean"",""tag"":""string"",""principal_id_tag"":""string"",""value"":""string""},""required"":[""tag"",""type""]}",
aws,Serverless,rest-api,action,delete,aws.rest-api.actions.delete,Delete a REST API.,"{""properties"":{},""required"":[""type""]}",apigateway:DELETE
aws,Serverless,rest-api,action,mark-for-op,aws.rest-api.actions.mark-for-op,Tag resources for future action.,"{""properties"":{""tag"":""string"",""msg"":""string"",""days"":""number"",""hours"":""number"",""tz"":""string"",""op"":""string""},""required"":[""type""]}",
aws,Serverless,rest-api,action,remove-tag,aws.rest-api.actions.remove-tag,Removes the specified tags from the specified resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",tag:UntagResources
aws,Serverless,rest-api,action,rename-tag,aws.rest-api.actions.rename-tag,Rename an existing tag key to a new value.,"{""properties"":{""old_keys"":""array"",""old_key"":""string"",""new_key"":""string""},""required"":[""type""]}","tag:TagResources,tag:UntagResources"
aws,Serverless,rest-api,action,tag,aws.rest-api.actions.tag,Applies one or more tags to the specified resources.,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",tag:TagResources
aws,Serverless,rest-api,action,update,aws.rest-api.actions.update,Update configuration of a REST API.,"{""properties"":{""patch"":""array""},""required"":[""patch"",""type""]}",apigateway:PATCH
aws,Serverless,rest-api,action,webhook,aws.rest-api.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Serverless,rest-client-certificate,filter,and,aws.rest-client-certificate.filters.and,Parent base class for filters and actions.,,
aws,Serverless,rest-client-certificate,filter,event,aws.rest-client-certificate.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Serverless,rest-client-certificate,filter,list-item,aws.rest-client-certificate.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Serverless,rest-client-certificate,filter,not,aws.rest-client-certificate.filters.not,Parent base class for filters and actions.,,
aws,Serverless,rest-client-certificate,filter,or,aws.rest-client-certificate.filters.or,Parent base class for filters and actions.,,
aws,Serverless,rest-client-certificate,filter,reduce,aws.rest-client-certificate.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Serverless,rest-client-certificate,filter,value,aws.rest-client-certificate.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Serverless,rest-client-certificate,action,webhook,aws.rest-client-certificate.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Serverless,rest-resource,filter,and,aws.rest-resource.filters.and,Parent base class for filters and actions.,,
aws,Serverless,rest-resource,filter,event,aws.rest-resource.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Serverless,rest-resource,filter,list-item,aws.rest-resource.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Serverless,rest-resource,filter,not,aws.rest-resource.filters.not,Parent base class for filters and actions.,,
aws,Serverless,rest-resource,filter,or,aws.rest-resource.filters.or,Parent base class for filters and actions.,,
aws,Serverless,rest-resource,filter,reduce,aws.rest-resource.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Serverless,rest-resource,filter,rest-integration,aws.rest-resource.filters.rest-integration,Filter rest resources based on a key value for the rest method integration of the api,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string"",""method"":""string""},""required"":[""type""]}",apigateway:GET
aws,Serverless,rest-resource,filter,rest-method,aws.rest-resource.filters.rest-method,Filter rest resources based on a key value for the rest method of the api,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string"",""method"":""string""},""required"":[""type""]}",apigateway:GET
aws,Serverless,rest-resource,filter,value,aws.rest-resource.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Serverless,rest-resource,action,delete-integration,aws.rest-resource.actions.delete-integration,Delete an api integration. Useful if the integration type is a security risk.,"{""properties"":{},""required"":[""type""]}",apigateway:DELETE
aws,Serverless,rest-resource,action,update-integration,aws.rest-resource.actions.update-integration,Change or remove api integration properties based on key value,"{""properties"":{""patch"":""array""},""required"":[""patch"",""type""]}",apigateway:PATCH
aws,Serverless,rest-resource,action,update-method,aws.rest-resource.actions.update-method,Change or remove api method behaviors based on key value,"{""properties"":{""patch"":""array""},""required"":[""patch"",""type""]}",apigateway:GET
aws,Serverless,rest-resource,action,webhook,aws.rest-resource.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Serverless,rest-stage,filter,and,aws.rest-stage.filters.and,Parent base class for filters and actions.,,
aws,Serverless,rest-stage,filter,client-certificate,aws.rest-stage.filters.client-certificate,Filter API stages by a client certificate,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Serverless,rest-stage,filter,event,aws.rest-stage.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Serverless,rest-stage,filter,list-item,aws.rest-stage.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Serverless,rest-stage,filter,marked-for-op,aws.rest-stage.filters.marked-for-op,Filter resources for tag specified future action,"{""properties"":{""tag"":""string"",""tz"":""string"",""skew"":""number"",""skew_hours"":""number"",""op"":""string""},""required"":[""type""]}",
aws,Serverless,rest-stage,filter,not,aws.rest-stage.filters.not,Parent base class for filters and actions.,,
aws,Serverless,rest-stage,filter,or,aws.rest-stage.filters.or,Parent base class for filters and actions.,,
aws,Serverless,rest-stage,filter,reduce,aws.rest-stage.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Serverless,rest-stage,filter,tag-count,aws.rest-stage.filters.tag-count,Simplify tag counting..,"{""properties"":{""count"":""integer"",""op"":[""eq"",""equal"",""ne"",""not-equal"",""gt"",""greater-than"",""ge"",""gte"",""le"",""lte"",""lt"",""less-than"",""glob"",""regex"",""regex-case"",""in"",""ni"",""not-in"",""contains"",""difference"",""intersect""]},""required"":[""type""]}",
aws,Serverless,rest-stage,filter,value,aws.rest-stage.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Serverless,rest-stage,filter,waf-enabled,aws.rest-stage.filters.waf-enabled,Filter API Gateway stage by waf-regional web-acl,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string"",""web-acl"":""string"",""state"":""boolean""},""required"":[""type""]}","waf-regional:ListWebACLs,waf-regional:GetWebACL,waf-regional:ListResourcesForWebACL"
aws,Serverless,rest-stage,filter,wafv2-enabled,aws.rest-stage.filters.wafv2-enabled,Filter API Gateway stage by wafv2 web-acl,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string"",""web-acl"":""string"",""state"":""boolean""},""required"":[""type""]}","wafv2:ListWebACLs,wafv2:GetWebACL,wafv2:ListResourcesForWebACL"
aws,Serverless,rest-stage,action,auto-tag-user,aws.rest-stage.actions.auto-tag-user,Tag a resource with the user who created/modified it.,"{""properties"":{""user-type"":""array"",""update"":""boolean"",""tag"":""string"",""principal_id_tag"":""string"",""value"":""string""},""required"":[""tag"",""type""]}",
aws,Serverless,rest-stage,action,delete,aws.rest-stage.actions.delete,Delete an api stage,"{""properties"":{},""required"":[""type""]}",apigateway:DELETE
aws,Serverless,rest-stage,action,mark,aws.rest-stage.actions.mark,Applies one or more tags to the specified resources.,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",tag:TagResources
aws,Serverless,rest-stage,action,mark-for-op,aws.rest-stage.actions.mark-for-op,Tag resources for future action.,"{""properties"":{""tag"":""string"",""msg"":""string"",""days"":""number"",""hours"":""number"",""tz"":""string"",""op"":""string""},""required"":[""type""]}",
aws,Serverless,rest-stage,action,remove-tag,aws.rest-stage.actions.remove-tag,Removes the specified tags from the specified resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",tag:UntagResources
aws,Serverless,rest-stage,action,rename-tag,aws.rest-stage.actions.rename-tag,Rename an existing tag key to a new value.,"{""properties"":{""old_keys"":""array"",""old_key"":""string"",""new_key"":""string""},""required"":[""type""]}","tag:TagResources,tag:UntagResources"
aws,Serverless,rest-stage,action,set-waf,aws.rest-stage.actions.set-waf,Enable waf protection on API Gateway stage.,"{""properties"":{""web-acl"":""string"",""state"":""boolean""},""required"":[""web-acl"",""type""]}","waf-regional:AssociateWebACL,waf-regional:ListWebACLs"
aws,Serverless,rest-stage,action,set-wafv2,aws.rest-stage.actions.set-wafv2,Enable wafv2 protection on API Gateway stage.,"{""properties"":{""web-acl"":""string"",""state"":""boolean""},""required"":[""type""]}","wafv2:AssociateWebACL,wafv2:ListWebACLs"
aws,Serverless,rest-stage,action,tag,aws.rest-stage.actions.tag,Applies one or more tags to the specified resources.,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",tag:TagResources
aws,Serverless,rest-stage,action,unmark,aws.rest-stage.actions.unmark,Removes the specified tags from the specified resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",tag:UntagResources
aws,Serverless,rest-stage,action,untag,aws.rest-stage.actions.untag,Removes the specified tags from the specified resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",tag:UntagResources
aws,Serverless,rest-stage,action,update,aws.rest-stage.actions.update,Update/remove values of an api stage,"{""properties"":{""patch"":""array""},""required"":[""patch"",""type""]}",apigateway:PATCH
aws,Serverless,rest-stage,action,webhook,aws.rest-stage.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Serverless,rest-vpclink,filter,and,aws.rest-vpclink.filters.and,Parent base class for filters and actions.,,
aws,Serverless,rest-vpclink,filter,event,aws.rest-vpclink.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Serverless,rest-vpclink,filter,list-item,aws.rest-vpclink.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Serverless,rest-vpclink,filter,not,aws.rest-vpclink.filters.not,Parent base class for filters and actions.,,
aws,Serverless,rest-vpclink,filter,or,aws.rest-vpclink.filters.or,Parent base class for filters and actions.,,
aws,Serverless,rest-vpclink,filter,reduce,aws.rest-vpclink.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Serverless,rest-vpclink,filter,value,aws.rest-vpclink.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Serverless,rest-vpclink,action,webhook,aws.rest-vpclink.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Network,route-table,filter,and,aws.route-table.filters.and,Parent base class for filters and actions.,,
aws,Network,route-table,filter,cross-az-nat-gateway-route,aws.route-table.filters.cross-az-nat-gateway-route,Filter route-tables to find those with routes which send traffic,"{""properties"":{},""required"":[""type""]}","ec2:DescribeRouteTables,ec2:DescribeNatGateways,ec2:DescribeSubnets"
aws,Network,route-table,filter,event,aws.route-table.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Network,route-table,filter,list-item,aws.route-table.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Network,route-table,filter,marked-for-op,aws.route-table.filters.marked-for-op,Filter resources for tag specified future action,"{""properties"":{""tag"":""string"",""tz"":""string"",""skew"":""number"",""skew_hours"":""number"",""op"":""string""},""required"":[""type""]}",
aws,Network,route-table,filter,not,aws.route-table.filters.not,Parent base class for filters and actions.,,
aws,Network,route-table,filter,or,aws.route-table.filters.or,Parent base class for filters and actions.,,
aws,Network,route-table,filter,reduce,aws.route-table.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Network,route-table,filter,route,aws.route-table.filters.route,Filter a route table by its routes' attributes.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Network,route-table,filter,subnet,aws.route-table.filters.subnet,Filter a route table by its associated subnet attributes.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string"",""match-resource"":""boolean"",""operator"":[""and"",""or""],""igw"":[true,false]},""required"":[""type""]}",
aws,Network,route-table,filter,tag-count,aws.route-table.filters.tag-count,Simplify tag counting..,"{""properties"":{""count"":""integer"",""op"":[""eq"",""equal"",""ne"",""not-equal"",""gt"",""greater-than"",""ge"",""gte"",""le"",""lte"",""lt"",""less-than"",""glob"",""regex"",""regex-case"",""in"",""ni"",""not-in"",""contains"",""difference"",""intersect""]},""required"":[""type""]}",
aws,Network,route-table,filter,value,aws.route-table.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Network,route-table,filter,vpc,aws.route-table.filters.vpc,Filter a resource by its associated vpc.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string"",""match-resource"":""boolean"",""operator"":[""and"",""or""]},""required"":[""type""]}",
aws,Network,route-table,action,auto-tag-user,aws.route-table.actions.auto-tag-user,Tag a resource with the user who created/modified it.,"{""properties"":{""user-type"":""array"",""update"":""boolean"",""tag"":""string"",""principal_id_tag"":""string"",""value"":""string""},""required"":[""tag"",""type""]}",
aws,Network,route-table,action,mark,aws.route-table.actions.mark,Tag an ec2 resource.,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",ec2:CreateTags
aws,Network,route-table,action,mark-for-op,aws.route-table.actions.mark-for-op,Tag resources for future action.,"{""properties"":{""tag"":""string"",""msg"":""string"",""days"":""number"",""hours"":""number"",""tz"":""string"",""op"":""string""},""required"":[""type""]}",
aws,Network,route-table,action,normalize-tag,aws.route-table.actions.normalize-tag,Transform the value of a tag.,"{""properties"":{""key"":""string"",""action"":""string"",""value"":""string""},""required"":[""type""]}",ec2:CreateTags
aws,Network,route-table,action,remove-tag,aws.route-table.actions.remove-tag,Remove tags from ec2 resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Network,route-table,action,rename-tag,aws.route-table.actions.rename-tag,Create a new tag with identical value & remove old tag,"{""properties"":{""old_key"":""string"",""new_key"":""string""},""required"":[""type""]}","ec2:CreateTags,ec2:DeleteTags"
aws,Network,route-table,action,tag,aws.route-table.actions.tag,Tag an ec2 resource.,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",ec2:CreateTags
aws,Network,route-table,action,tag-trim,aws.route-table.actions.tag-trim,Automatically remove tags from an ec2 resource.,"{""properties"":{""space"":""integer"",""preserve"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Network,route-table,action,unmark,aws.route-table.actions.unmark,Remove tags from ec2 resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Network,route-table,action,untag,aws.route-table.actions.untag,Remove tags from ec2 resources.,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ec2:DeleteTags
aws,Network,route-table,action,webhook,aws.route-table.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Network,rrset,filter,and,aws.rrset.filters.and,Parent base class for filters and actions.,,
aws,Network,rrset,filter,event,aws.rrset.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Network,rrset,filter,list-item,aws.rrset.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Network,rrset,filter,not,aws.rrset.filters.not,Parent base class for filters and actions.,,
aws,Network,rrset,filter,or,aws.rrset.filters.or,Parent base class for filters and actions.,,
